2000
393.916	920.93	407.512	241.608	9.98237

257.157	8.91662	9.98237	2.12125	-14.477
265.214	8.97614	10.2367	2.12184	-17.1229
274.771	9.04135	10.5377	2.12256	-20.3254
286.151	9.11207	10.895	2.1234	-24.2199
299.758	9.18784	11.321	2.12434	-28.9782
316.098	9.26789	11.8308	2.12533	-34.8172
335.805	9.35109	12.4433	2.12633	-42.0101
359.674	9.43599	13.1823	2.12731	-50.9
388.702	9.52091	14.0777	2.12822	-61.9148
402.05	12.9947	15.1667	2.12834	-28.4316
403.636	15.4386	15.6919	2.12845	-3.39282
404.926	15.5475	15.7527	2.12853	-2.7599
405.974	15.6352	15.8018	2.1286	-2.24166
406.823	15.7066	15.8417	2.12866	-1.81771
407.512	15.7645	15.8739	2.1287	-1.47374

426.636	35.9311	35.6498	2.12881	14.7595
422.506	35.6045	35.4363	2.12891	8.79148
403.562	36.0744	35.3076	2.12898	40.335
375.056	35.8822	34.7291	2.12912	60.6891
332.839	35.5677	33.8607	2.12947	89.8746
271.376	35.0645	32.5766	2.12583	131.024
251.713	31.5036	30.7065	2.12099	41.952
247.746	30.2685	30.107	2.12077	8.50764
245.289	30.0851	29.9855	2.12069	5.24637
243.778	29.9717	29.9107	2.12068	3.21385
242.852	29.902	29.8648	2.12071	1.95822
242.286	29.8595	29.8369	2.12074	1.18741
241.942	29.8336	29.82	2.12078	0.716901
241.733	29.818	29.8098	2.12082	0.431254
241.608	29.8086	29.8037	2.12084	0.25871

2	433.57	2.1287	74.077	18.5192	1.00333

10.6117	2.04072
0
