200
427.736	719.316	407.505	229.714	11.8973

241.68	11.2507	11.8973	1.93999	-9.58644
248.256	11.2877	12.032	1.89319	-10.927
255.959	11.3313	12.1976	1.85091	-12.6047
264.848	11.3826	12.4017	1.82004	-14.7142
275.1	11.4421	12.6536	1.80128	-17.3809
287.018	11.5103	12.9654	1.79311	-20.7699
301.041	11.5874	13.352	1.79344	-25.0987
317.775	11.6726	13.8327	1.80014	-30.6512
338.029	11.7648	14.4315	1.81123	-37.7946
362.868	11.8615	15.1793	1.82495	-47.0009
393.678	11.96	16.1155	1.83982	-58.8718
403.673	14.9622	17.2899	1.84211	-18.7647
405.148	17.5739	18.0403	1.84426	-3.05618
406.441	17.9961	18.203	1.84582	-2.60129
407.505	18.101	18.2592	1.84691	-2.10041

421.684	27.6037	27.3278	1.84941	11.7757
417.956	27.2579	27.0751	1.85192	6.86028
403.409	27.4733	26.8775	1.85329	27.1411
379.655	27.3387	26.3977	1.8559	44.0935
342.659	27.1174	25.6891	1.86595	68.0578
287.562	26.7642	24.6583	1.90396	101.415
241.49	25.0312	23.1793	1.96737	89.7484
237.021	22.0975	21.8957	1.96512	9.85662
233.84	21.8719	21.7573	1.96669	5.64236
231.922	21.741	21.6794	1.9685	3.04272
230.868	21.67	21.6379	1.96975	1.59267
230.299	21.6325	21.6164	1.97064	0.803884
229.985	21.6129	21.6057	1.97137	0.365929
229.81	21.6032	21.601	1.97205	0.118288
229.714	21.599	21.5996	1.9727	-0.0205614

1	428.083	1.84691	51.6201	12.905	1.00333

14.7705	1.91153
0
