1600	5				
50	-7.928286498E+01	1.215910722E-01	1.025647679E-03	1.198789435E+00	
50	-7.719936674E+01	1.210829966E-01	9.795443290E-04	1.201036939E+00	
50	-7.511984817E+01	1.205636437E-01	9.363732044E-04	1.203380796E+00	
50	-7.304445381E+01	1.200332627E-01	8.959106323E-04	1.205813855E+00	
50	-7.097331494E+01	1.194920961E-01	8.579517302E-04	1.208329902E+00	
50	-6.890655125E+01	1.189403805E-01	8.223087472E-04	1.210923563E+00	
50	-6.684427231E+01	1.183783457E-01	7.888095490E-04	1.213590218E+00	
50	-6.478657883E+01	1.178062159E-01	7.572962348E-04	1.216325926E+00	
50	-6.273356417E+01	1.172242089E-01	7.276238840E-04	1.219127358E+00	
50	-6.068531487E+01	1.166325369E-01	6.996594027E-04	1.221991737E+00	
50	-5.864191206E+01	1.160314060E-01	6.732804881E-04	1.224916784E+00	
50	-5.660343211E+01	1.154210167E-01	6.483746793E-04	1.227900676E+00	
50	-5.456994749E+01	1.148015640E-01	6.248384970E-04	1.230942000E+00	
50	-5.254152739E+01	1.141732372E-01	6.025766608E-04	1.234039723E+00	
50	-5.051823841E+01	1.135362204E-01	5.815013793E-04	1.237193156E+00	
50	-4.848951728E+01	1.128872660E-01	5.614291971E-04	1.239838764E+00	
50	-4.647581817E+01	1.122330640E-01	5.424874996E-04	1.243164673E+00	
50	-4.446755235E+01	1.115707214E-01	5.245091654E-04	1.246556372E+00	
50	-4.246479593E+01	1.109004078E-01	5.074304009E-04	1.250013620E+00	
50	-4.046759526E+01	1.103929518E-01	4.951856975E-04	1.252647399E+00	
60	-7.560244045E+01	1.206888070E-01	9.462575977E-04	1.202816842E+00	
60	-7.352605609E+01	1.201610301E-01	9.051801093E-04	1.205229372E+00	
60	-7.145389720E+01	1.196224128E-01	8.666526029E-04	1.207726239E+00	
60	-6.938608602E+01	1.190731930E-01	8.304834663E-04	1.210301881E+00	
60	-6.732273422E+01	1.185136022E-01	7.964970429E-04	1.212951509E+00	
60	-6.526394471E+01	1.179438659E-01	7.645322276E-04	1.215671030E+00	
60	-6.320981216E+01	1.173642034E-01	7.344411690E-04	1.218456977E+00	
60	-6.116042467E+01	1.167748282E-01	7.060881077E-04	1.221306449E+00	
60	-5.911586451E+01	1.161759478E-01	6.793483074E-04	1.224217054E+00	
60	-5.707620908E+01	1.155677641E-01	6.541070873E-04	1.227186866E+00	
60	-5.504153165E+01	1.149504734E-01	6.302589418E-04	1.230214379E+00	
60	-5.301190208E+01	1.143242663E-01	6.077067402E-04	1.233298473E+00	
60	-5.098738749E+01	1.136893281E-01	5.863610010E-04	1.236438380E+00	
60	-4.896805280E+01	1.130458388E-01	5.661392308E-04	1.239633658E+00	
60	-4.693956975E+01	1.123892790E-01	5.468317413E-04	1.242391779E+00	
60	-4.493004402E+01	1.117288902E-01	5.286353244E-04	1.245768303E+00	
60	-4.292601025E+01	1.110604939E-01	5.113528525E-04	1.249210410E+00	
60	-4.092754318E+01	1.103842555E-01	4.949242461E-04	1.252718010E+00	
60	-3.893471607E+01	1.097003354E-01	4.792939039E-04	1.256291197E+00	
60	-3.694755893E+01	1.091837457E-01	4.680914219E-04	1.259007435E+00	
70	-7.238108745E+01	1.198685440E-01	8.836998323E-04	1.206586250E+00	
70	-7.031129432E+01	1.193241084E-01	8.464931159E-04	1.209126835E+00	
70	-6.824591116E+01	1.187691999E-01	8.115461589E-04	1.211743443E+00	
70	-6.618504456E+01	1.182040467E-01	7.786914860E-04	1.214431676E+00	
70	-6.412879264E+01	1.176288708E-01	7.477754436E-04	1.217187795E+00	
70	-6.207724649E+01	1.170438885E-01	7.186569818E-04	1.220008652E+00	
70	-6.003049073E+01	1.164493098E-01	6.912065368E-04	1.222891631E+00	
70	-5.798860484E+01	1.158453392E-01	6.653050255E-04	1.225834602E+00	
70	-5.595166380E+01	1.152321756E-01	6.408429242E-04	1.228835875E+00	
70	-5.391973889E+01	1.146100121E-01	6.177194344E-04	1.231894159E+00	
70	-5.189289835E+01	1.139790365E-01	5.958417241E-04	1.235008532E+00	
70	-4.987120799E+01	1.133394310E-01	5.751242383E-04	1.238178407E+00	
70	-4.785473170E+01	1.126913728E-01	5.554880730E-04	1.241403510E+00	
70	-4.584353200E+01	1.120350334E-01	5.368604064E-04	1.244683856E+00	
70	-4.381915537E+01	1.113644005E-01	5.190146981E-04	1.247666724E+00	
70	-4.181819571E+01	1.106917352E-01	5.022107137E-04	1.251145070E+00	
70	-3.982284343E+01	1.100113194E-01	4.862293626E-04	1.254688935E+00	
70	-3.783317108E+01	1.093233103E-01	4.710173573E-04	1.258298507E+00	
70	-3.584925013E+01	1.086278599E-01	4.565253288E-04	1.261974139E+00	
70	-3.387109425E+01	1.081036040E-01	4.461423592E-04	1.264763164E+00	
80	-6.950550180E+01	1.191127543E-01	8.327039308E-04	1.210125527E+00	
80	-6.744184537E+01	1.185538926E-01	7.985878545E-04	1.212770096E+00	
80	-6.538274404E+01	1.179848745E-01	7.665028378E-04	1.215484739E+00	
80	-6.332829299E+01	1.174059198E-01	7.363002611E-04	1.218265954E+00	
80	-6.127858062E+01	1.168172422E-01	7.078436617E-04	1.221110806E+00	
80	-5.923368947E+01	1.162190497E-01	6.810076622E-04	1.224016872E+00	
80	-5.719369713E+01	1.156115448E-01	6.556769966E-04	1.226982199E+00	
80	-5.515867695E+01	1.149949238E-01	6.317456239E-04	1.230005254E+00	
80	-5.312869911E+01	1.143693781E-01	6.091159279E-04	1.233084893E+00	
