1000
393.091	910.514	407.855	242.217	10.0094

257.972	8.86596	10.0094	2.10713	-14.9624
266.379	8.9267	10.2803	2.10713	-17.7135
276.365	8.99305	10.6011	2.10713	-21.0433
288.273	9.06476	10.9822	2.10713	-25.0919
302.528	9.14132	11.4367	2.10713	-30.0366
319.661	9.22187	11.9806	2.10713	-36.101
340.336	9.30522	12.6344	2.10713	-43.5659
365.386	9.3899	13.4234	2.10713	-52.7826
395.009	9.60939	14.3793	2.10713	-62.4194
402.756	14.2623	15.5098	2.10713	-16.3245
404.244	15.5659	15.8054	2.10713	-3.13499
405.449	15.6682	15.8622	2.10713	-2.53909
406.425	15.751	15.9082	2.10713	-2.0574
407.215	15.8182	15.9454	2.10713	-1.66491
407.855	15.8726	15.9756	2.10713	-1.34744

426.936	36.0666	35.7905	2.10713	14.5033
422.849	35.7464	35.5825	2.10713	8.61072
420.42	35.5564	35.459	2.10713	5.11775
410.289	35.792	35.3856	2.10713	21.3491
394.34	35.7191	35.0794	2.10713	33.6069
370.194	35.5659	34.5974	2.10713	50.8777
334.183	35.3121	33.8677	2.10713	75.8794
281.286	34.9012	32.7794	2.10713	111.463
251.969	32.3566	31.1807	2.10713	61.7742
247.979	30.4548	30.2947	2.10713	8.40795
245.526	30.2725	30.1741	2.10713	5.16723
244.027	30.1602	30.1	2.10713	3.16024
243.112	30.0914	30.0547	2.10713	1.92712
242.555	30.0494	30.0271	2.10713	1.17299
242.217	30.0238	30.0102	2.10713	0.713172

2	433.819	2.10713	72.9456	18.2364	0.802102

10.5743	2.02783
0
